ali_uid,hw_c,bw_c5,all_cost
48174,5312.880000000001,1170.779313388999,6483.659313389
88522,6000.42,33.412142043,6033.832142043
52405,5847.219999999999,49.162719792999994,5896.3827197929995
56312,1466.48,4331.275143914,5797.755143914001
88203,5378.199999999997,140.06065235400004,5518.260652353997
85953,2733.3199999999997,2434.300663125997,5167.6206631259965
2088,4864.500000000001,15.547591222999998,4880.047591223001
24132,3188.06,1569.4526630300002,4757.51266303
63306,4274.455,7.4935121309999975,4281.948512131
14448,293.28,3845.286957146999,4138.566957146999
71679,466.55999999999995,3536.885009873,4003.445009873
72267,2125.8,1843.0408107500014,3968.8408107500018
56850,1847.3625,1703.8714534109995,3551.2339534109997
24924,2082.0400000000004,1419.085728774,3501.1257287740004
63945,3483.3999999999996,4.234688829000005,3487.6346888289995
50387,3387.399999999999,25.6589172,3413.058917199999
75839,1857.4399999999998,1212.5941037910002,3070.0341037910002
82397,2899.0,5.540472755999998,2904.540472756
34207,2599.0,5.243348439000001,2604.243348439
47287,2479.2,5.406460619999999,2484.60646062
95262,2407.4800000000005,16.272474811000002,2423.7524748110004
11443,2319.2,101.77278677600003,2420.972786776
87436,2101.3199999999997,75.18116253199996,2176.501162532
43698,1945.8,16.429922413,1962.229922413
48809,1948.1,0.455731353,1948.5557313529998
34768,1489.4999999999998,349.75301505100003,1839.2530150509997
64032,1799.6600000000003,0.2460264029999999,1799.9060264030004
35328,1697.2,48.63643308199999,1745.836433082
45215,1537.2,1.2365432729999994,1538.436543273
71859,1453.2,65.16544902699998,1518.365449027
30410,1497.2,19.935467873999997,1517.1354678740001
89077,1313.21171875,108.17033467600002,1421.382053426
87684,77.75999999999999,1286.1329319689985,1363.8929319689985
21765,1206.18,127.81367997300006,1333.993679973
21861,1145.1,63.47958894899999,1208.5795889489998
62517,1152.9,5.248880101999999,1158.148880102
82150,1056.6,99.2522744640001,1155.852274464
69133,1117.6000000000001,10.677336075000005,1128.2773360750002
29791,344.4,721.0765227499999,1065.4765227499997
89932,1032.9,11.540563930000005,1044.44056393
43988,1032.9,3.8683179989999994,1036.7683179990001
33304,1010.8799999999999,10.979283609000005,1021.8592836089999
81414,921.0,56.870997845999966,977.8709978459999
80868,861.0,11.414694634000004,872.414694634
16510,768.6,9.310698873000012,777.910698873
73071,748.6,4.441235147999989,753.041235148
62981,728.6,0.03299568300000003,728.632995683
97683,619.8,1.9240326000000028,621.7240326
75336,533.28,85.7049819969999,618.9849819969999
20525,466.55999999999995,105.19948977700003,571.759489777
79205,544.3199999999999,5.037701948999999,549.357701949
94454,466.55999999999995,6.249422402999999,472.8094224029999
55318,324.3,28.386191673000006,352.686191673
1775,344.3,1.248531795000001,345.54853179500003
27780,311.03999999999996,18.161425358999995,329.201425359
55628,324.3,0.7021608930000003,325.002160893
36840,324.3,0.3751266329999998,324.675126633
31016,311.03999999999996,5.160403079999998,316.20040307999994
58511,311.03999999999996,4.245983595000003,315.28598359499995
43094,269.96,1.8925558470000001,271.85255584699996
50327,260.255,1.2725295030000008,261.527529503
42774,77.75999999999999,182.59729404499998,260.357294045
43556,233.27999999999997,1.507385690999999,234.78738569099997
10815,233.27999999999997,1.3126975470000004,234.59269754699997
99553,155.51999999999998,55.972136997,211.492136997
70469,192.2,0.8789041209999999,193.078904121
37930,172.2,8.78976940999999,180.98976940999998
24331,172.2,6.7810809060000015,178.981080906
15453,172.2,1.8489425850000012,174.048942585
23420,172.2,0.4144773779999999,172.61447737799998
36871,172.2,0.10175186699999997,172.30175186699998
91421,155.51999999999998,0.9475690770000003,156.46756907699998
9682,97.75999999999999,0.10197003600000006,97.86197003599999
99421,77.75999999999999,2.983403618999998,80.74340361899999
80306,77.75999999999999,2.1061921860000012,79.86619218599999
10812,77.75999999999999,1.2023191530000001,78.962319153
95929,77.75999999999999,1.1691427859999997,78.92914278599999
12843,77.75999999999999,1.0144583190000005,78.77445831899999
32303,77.75999999999999,0.8242027919999995,78.58420279199999
71867,77.75999999999999,0.6954570629999998,78.455457063
93859,77.75999999999999,0.06320475,77.82320474999999
